nulo,id_opr_cad_pos,id_mvt_cad_pos,id_pgt_cad_pos,dat_pgt,dat_vct_tfm,vlr_pgt_tfm,cod_mdl,cmd
,a0a5128e-03e,,c22fe9c9-2e1,16/07/19,,9208.4025,C01,I
,ce580de4-055,7a3fa951-0f6,4fed5778-f1b,04/09/19,2019-09-04,1257.1299,B05,I
,cd657767-943,6c6b6283-587,d57a25c1-3d1,08/10/19,2019-09-10,2272.0245,C01,I
,fcf27d3e-e4d,afcaa816-bb8,42b781f5-931,04/12/19,2019-12-13,671.3700,D01,E
,e2eefb95-515,c37ca8b0-7d8,f7adb3bd-10d,16/08/19,2019-08-23,4362.3621,B05,I
,001a45eb-7df,b9fbf34f-c6d,ba6cfb62-84a,02/07/19,2021-04-21,2865.8742,B05,I
,769f7809-b4f,8aebe7b3-9d1,7dbffde4-dfa,15/10/18,2018-10-20,3234.5022,C01,I
,02b0779e-a71,4d58134f-5ab,c51a8042-834,05/11/19,2019-11-05,2413.6377,C01,I
,1cf8f51a-f48,1cb06e4c-af6,a6f4ebf0-8c0,23/05/18,2020-07-28,4103.7804,B05,I
,f1a7a230-506,d43e695f-1cc,c6d4bb77-53d,10/01/20,2020-01-10,103.4577,D01,E
,3f2a7c37-82f,e51348df-ddf,f9834598-985,10/09/19,2019-09-10,119.4705,D01,E
,aabd4038-3e0,380f05f8-ef6,a3c9f37d-ff0,08/01/19,2019-01-05,40.4907,D01,I
,7064a12c-c4e,24df20ec-c26,c64533af-85c,09/12/19,2019-12-06,2450.6673,D01,E
,8d4840ec-db4,9f1864d9-10e,ce891a71-a29,17/10/19,2019-10-17,5712.9000,D01,E
,16678245-4bc,1799ddf5-01a,6e592668-1e3,06/08/19,2019-08-10,1234.4034,D01,E
,024e6168-a85,8bf6323b-16c,55922dd4-176,08/09/19,2019-09-08,437.4330,D01,E
,404942ce-509,0f4499b8-4de,2725a4ea-add,15/01/20,2020-01-15,62.5500,D01,I
,1e96921d-aff,b2ff9dcd-841,92d6cccb-f10,23/10/19,2019-10-25,1357.1265,D01,E
,1bf57e94-4d2,ccc9bbe8-d32,ca834fd0-ab0,10/07/19,2019-07-10,582.3822,D01,E
,fc1311ec-5f7,cf4a83f6-8ee,487dbb3a-f06,19/06/19,2019-06-21,4586.0409,B05,I
,80b2a657-980,95443810-abe,93ed66a9-f1a,29/07/19,2019-07-12,2189.9172,C01,I
,bf836d44-a45,bd013431-efd,c63dee02-03b,28/01/19,2019-01-20,4668.7737,B05,I
,aabd4038-3e0,fcfceab7-682,c1d49a5a-a44,05/08/19,2019-08-05,18.7650,D01,I
,635d5da9-46e,6d69878b-e65,633187a5-c4c,25/03/19,2019-03-25,2560.3800,B05,I
,106749d9-b3e,130e23f5-958,2654724c-672,16/04/19,2019-03-10,2283.2001,C01,I
,5cb68f17-624,e3b05673-9b1,9cad4f7e-ebd,28/01/19,2019-01-28,5318.0010,B05,I
,f43cd1ef-cdf,e71b0c99-459,44adb325-e64,28/05/19,2019-05-25,3380.4939,B05,I
,7064a12c-c4e,3c774ede-3e6,4b40e123-235,31/08/19,2019-09-06,2039.1300,D01,E
,,,,,,,,
,,,,,,,,
,id_opr_cad_pos,id_mvt_cad_pos,id_pgt_cad_pos,dat_pgt,dat_vct_tfm,vlr_pgt_tfm,cod_mdl,cmd
,,,,,,,,
,7064a12c-c4e,3520f9b4-d6c,9ad24bf0-0fb,06/06/19,2019-06-06,1867.3677,D01,E
,cfcfab27-e03,7e89ff9c-1b6,8758cb54-b8b,15/10/18,2018-09-15,2208.3903,C01,I
,52e3d694-35b,e10946ee-50c,282e0d0c-1aa,01/09/19,2019-09-01,16342.1049,D01,I
,e7a0c120-527,7b90949d-040,36ca2d36-d64,22/04/19,2019-04-20,35454.5493,D01,E
,89855f04-e6f,8312d834-f1a,4b22b317-a86,25/01/19,2019-01-17,9757.1745,B05,I
,3696d57e-0c4,2fcd6292-5e6,0650fe79-347,10/06/19,2019-06-10,739.0908,D01,E
,85f4288d-a56,025a2bc9-7b6,5e465d23-26e,18/04/19,2019-04-24,5283.0564,B05,I
,326239d9-6e3,b660bdd3-1ef,f7ee0d79-086,07/10/19,2019-05-23,5099.9517,B05,I
,635d5da9-46e,a193e57d-33d,772ea36f-e69,26/08/19,2019-08-25,2560.3800,B05,I
,944176de-8d9,e5c331a4-88b,93c91006-f85,24/06/19,2019-06-25,269.9241,D01,E
,67677508-967,da42bae7-132,ebdfca29-1f1,15/07/19,2019-07-05,4526.6184,B05,I
,79b46083-040,22ed305a-8ca,0e66555a-3c2,16/10/18,2018-09-20,1535.1855,C01,I
,341b98ee-c89,25ea4613-654,a3bdef0d-e62,12/07/19,2019-07-12,2150.9694,C01,I
,60dbbc51-560,5da5da41-c70,0c1f2b50-201,12/08/19,2019-08-12,5421.0000,D01,I
,0e18e010-38c,4288d4ab-dd4,f1258b4b-d3b,22/06/19,2019-06-17,2654.2050,D01,E
,c5e2c65e-b52,e636acc3-b7d,87558e90-7ed,10/06/19,2019-06-15,804.5598,D01,E
,bdc7ba5c-315,ee5e880d-bf6,50d683ff-b2a,10/04/19,2019-04-10,657.0252,D01,E
,95ef4fa3-fbe,9867100d-91e,ac6dbb1e-6ec,02/05/19,2019-05-04,7762.8303,B05,I
,0b01bdbd-a92,83ae132f-78e,3e504478-c75,24/10/19,2019-10-19,5293.4397,B05,I
,3696d57e-0c4,6ab36e98-fe8,f4d757c5-c1c,30/06/19,2019-07-10,875.7000,D01,I
,404942ce-509,8b014d4b-042,8c89f8f1-6b6,15/01/20,2020-01-15,62.5500,D01,E
,404942ce-509,b88bb4db-ae4,d191e674-10e,17/06/19,2019-06-15,62.5500,D01,E
,806ab415-47a,3347c308-1d0,b04373da-875,22/10/18,2018-10-20,2541.8652,C01,I
,769f7809-b4f,8e03c15f-3e4,5102aa43-2f4,14/01/19,2019-01-20,3227.6217,C01,I
,185762aa-642,c72e4cfb-26d,2faa5ab5-c1e,13/11/19,2019-11-17,5462.8251,B05,I
,0096265f-e45,ddcae5ae-f5f,92e40512-608,08/02/19,2019-04-15,2409.1341,C01,I
,ed558f25-a8f,b8275ec3-025,ace920b0-526,20/02/20,2020-02-20,4151.3601,D01,E
,fc326cf0-0a4,73c3fce6-3ce,2efa5983-3e2,30/08/19,2021-05-17,3385.8732,B05,I
,aabd4038-3e0,2157bde3-0a0,11aa2801-ffb,07/08/19,2019-08-05,44.3271,D01,E
,c546c4d2-c5d,0383317f-333,efaee7cd-7bf,09/08/19,2019-08-10,811.0650,D01,E
,3ec345c3-647,87c2c58f-237,ffc8769f-ca1,18/10/19,2019-10-20,5558.3181,C01,I
,c4ccd097-196,c53696d7-22d,1e3420de-ee3,13/03/19,2023-07-11,4020.5472,B05,I
,c4ccd097-196,e49baa34-ddf,d0e39f33-b87,13/03/19,2020-12-11,4020.5472,B05,I
,71087679-3ce,a0fd357b-970,6926f3b8-2e7,14/01/20,2020-01-14,49.8732,D01,E
,54956f6a-05d,906f2e5e-9ee,75750ad4-010,12/08/19,2019-08-10,62.5500,D01,E
,c525db48-e3a,89d8409f-5fe,8931a047-e99,25/07/19,2019-07-25,13778.6808,D01,E
,95c65c3a-d46,145525be-dae,e5b2de09-25a,01/02/19,2019-02-01,2424.2712,D01,I
,b6d45199-208,ba88e334-d9d,bb3b4ffb-6df,09/04/19,2019-04-20,2157.2661,C01,I
,896c4f39-e39,ccbfd16c-e2b,8aa2fb4c-6ab,21/02/19,2019-02-26,4511.3562,C01,I
,0cccffa6-f1b,e5159f6a-6b3,05d7ccd4-5de,06/05/19,2019-05-05,52.1250,D01,E
,60d88154-3e2,1866a234-750,de72fb78-7b2,05/02/19,2019-02-05,1362.4641,D01,I
,ca714b86-43b,4700f742-e75,f481d455-df0,16/01/19,2019-01-15,3953.0349,B05,I
,2909bc94-3ce,faff334b-9d6,51b7820e-997,10/08/19,2019-08-16,2212.2267,D01,E
,a8e5df3d-bbe,d86b35c1-222,165fe6c6-658,15/01/19,2019-01-15,558.4464,D01,I
,ce580de4-055,0f6c76ad-aab,e9ca2a32-7aa,04/11/19,2019-11-04,1257.1299,B05,I
,7064a12c-c4e,eaccb2d2-164,26388e09-47c,06/07/19,2019-07-08,1990.2576,D01,E
,e2295b1a-f09,68dab175-79f,6b75c9f2-708,11/09/19,2019-08-10,3087.3012,C01,I
,ca714b86-43b,63142c4c-8ba,85c7cde9-db7,15/03/19,2019-03-15,3858.8346,B05,I
,d4bd170a-519,31879119-f94,ac84664a-07a,02/01/19,2019-01-10,4281.4224,C01,I
,854535e5-69b,a340b56b-558,fb2ae77c-09f,16/09/19,2019-09-13,4715.8530,B05,I
,abbb5a83-7fb,cbdc6872-57d,e720cb32-79f,06/03/19,2019-03-06,4610.0184,B05,I
,769f7809-b4f,887f6de6-c33,3567640b-d84,16/04/19,2019-04-20,3137.8833,C01,I
,f5a47e7f-e92,c92f66a9-c4c,6f6366cd-f6c,07/05/19,2019-04-28,1542.9000,D01,E
,5d1b39bd-6d7,eac774db-008,5792e34c-45b,15/08/19,2019-08-19,3681.9015,B05,I
,d6c107f1-6ec,0fc29530-9fe,23d3fd4b-92e,30/07/19,2019-07-22,3043.9332,C01,I
,60dbbc51-560,e48495a2-3ab,c90b1adc-612,26/11/19,2019-11-11,1650.1107,D01,E
,3b9d4d88-5c8,a99d8b25-872,ddfd0d43-228,01/07/19,2019-07-01,2745.9450,D01,E
,59854e75-f74,6e02b9e6-86a,2d7d91b8-462,09/09/19,2019-09-15,745.5543,D01,I
,a4242380-22b,afef79c7-9cd,b3ddac3a-9f8,07/03/19,2019-03-15,1546.6113,C01,I
,a8e5df3d-bbe,bfea6a7c-7dc,2366d060-c26,15/05/19,2019-05-15,483.4281,D01,E
,d4bd170a-519,146c415f-a73,43639cc5-7bb,10/04/19,2019-04-10,4437.8808,C01,I
,6feb6a91-1d1,56decc74-7d4,eb75d899-0db,07/11/19,2019-11-11,2531.2317,C01,I
,c2279027-7cd,0726bd71-bdf,c4c94c46-bf6,20/08/19,2019-08-20,2166.5235,C01,I
,8da4c8b4-41c,8ebe2708-305,f972a8b7-063,18/01/19,2019-07-04,3545.5842,B05,I
,3c722557-465,012d6dbd-fc6,fa54f092-6f5,02/09/19,2019-09-06,5306.3250,D01,E
,450b48b8-03d,8348f625-378,56a78f3f-d8a,18/12/19,2019-12-20,721.4100,D01,E
,0e18e010-38c,f02e0530-3b9,cc4a0140-c7c,17/01/20,2020-01-16,397.1925,D01,E
,0285021c-f55,a648090b-07c,0f288737-3a8,14/12/18,2018-12-20,1127.1927,C01,I
,7a097572-3e6,d6dcb7f6-03c,1cce21ac-be5,12/01/20,2020-01-15,2356.0500,D01,E
,a530ec63-da1,01bda8ff-8aa,40f4882b-3a0,23/02/18,2021-02-01,2529.9390,B05,I
,e2295b1a-f09,46014ce6-052,ef001286-4f2,11/11/19,2019-11-10,3110.7366,C01,I
,ca714b86-43b,d18cf348-81e,283b57d0-d4d,15/08/19,2019-08-15,3858.8346,B05,I
,b359f99e-6f6,754609bf-60b,7397c264-e0a,04/11/19,2019-11-04,2500.3737,B05,I
,106749d9-b3e,cb314273-c8e,95bd41da-2c0,11/07/19,2019-05-10,2303.4663,C01,I
,f0613930-8af,3d11565d-56b,ce7d8f98-50b,08/08/17,2019-07-12,4021.2144,B05,I
,d258043c-a09,e72cbcc3-ae5,6678bc2f-4ed,07/11/19,2019-11-07,6119.8086,D01,E
,9695cb34-e73,50ef8ffa-f5b,050f8270-a41,24/01/19,2019-11-06,4936.6962,B05,I
,457eeab4-9b0,f632c989-88e,87aa9155-4f8,05/11/18,2018-11-05,2720.5914,C01,I
,3dd83ce9-3ab,4b908b65-1d4,f8e9b102-a5c,25/04/19,2019-05-10,4045.3587,C01,I
,3dd83ce9-3ab,96807a63-d22,faf31a84-73f,28/10/19,2019-11-10,4014.7509,C01,I
,b6d45199-208,53846124-c3e,70a1e680-fc6,21/06/19,2019-06-20,2154.2220,C01,I
,d984fa09-ae2,3178caf5-179,9249518a-907,11/11/19,2019-11-10,2762.7918,C01,I
,404942ce-509,49aa0c8a-bec,b2aa19ab-a5e,15/03/19,2019-03-15,62.5500,D01,E
,ce22f6a5-210,ba919aad-790,1ad42b12-a65,11/07/19,2019-07-10,3098.8938,C01,I
,213ca9b2-b0a,ee375862-8e6,aef4ea70-8c9,12/12/18,2019-01-15,2766.0027,C01,I
,1c72dff0-f5b,c1f50be4-392,47431ee4-b1a,17/01/19,2019-01-18,721.3266,D01,I
,1cf8f51a-f48,ec35da76-86c,32d17816-7f3,17/07/18,2020-04-28,4370.4102,B05,I
,d5865cd5-6d5,9b361f89-809,37970e20-5b8,10/10/19,2019-10-10,2757.8712,D01,E
,7f163e73-086,2b501664-1d9,4a15c2db-fd5,10/04/19,2019-04-19,6015.0582,B05,I
,776ac1f4-2ff,eeac5a7b-fc5,483b8cfd-a7b,05/02/19,2019-02-20,1532.3082,C01,I
,8b6cc19e-2c2,9d5bfa12-3e5,ca39120b-2ab,29/05/19,2019-06-01,41.6583,D01,I
,3f2a7c37-82f,7fc5565d-5f2,d849e3f7-5df,10/11/19,2019-11-10,119.4705,D01,E
,19241d02-d07,ca34147f-e1a,97700cd9-fda,23/11/18,2018-11-22,4625.6559,B05,I
,5d1b39bd-6d7,496c0150-47e,689a3cd3-8eb,04/09/19,2019-09-19,3681.9015,B05,I
,8b6cc19e-2c2,5f3bd12d-ef4,9cfcc491-8b1,01/11/19,2019-11-01,41.6583,D01,E
,cbb8129d-227,7a29a088-518,b9b2a3f7-86a,10/11/19,2019-11-10,7418.8053,D01,E
,9c0875aa-ef8,b19528c3-4a3,2c921aef-aa0,26/06/19,2019-07-13,354.4500,D01,E
,742e777b-c68,1ecd7bde-84b,6322bb61-80c,10/10/19,2019-10-10,90.3222,D01,I
,769f7809-b4f,aec6770f-6f8,e5abdd41-f40,20/12/18,2018-12-20,3249.1806,C01,I
,c6f94e4c-b64,f5a0d673-e98,8c380722-492,04/10/19,2019-10-05,4914.8037,B05,I
,024e6168-a85,e1f39df2-fc8,7dcbf538-ec8,08/10/19,2019-10-08,440.2269,D01,E
,1752a485-b43,9b4ace2f-60e,ab3c5bc8-d5b,17/01/19,2019-01-10,3447.3807,C01,I
,1ee7e7c3-af4,cf60c823-55f,153fed75-ca4,01/10/19,2019-10-01,62.5500,D01,E
,ce22f6a5-210,70891466-dff,99def0e6-ab8,08/04/19,2019-04-10,3019.0800,C01,I
,1cf8f51a-f48,16b60841-cc2,8865144c-c95,16/07/19,2019-10-28,5783.7483,B05,I
,7943fcbb-218,8a0aa609-0c0,2fd9e2ff-e93,10/10/19,2019-10-15,1519.8399,C01,I
,7943fcbb-218,5f1b2fdd-061,856067bc-de5,14/11/18,2018-11-15,1418.0919,C01,I
,e2295b1a-f09,8c750e2f-cf9,a1d29779-99e,10/04/19,2019-03-10,2974.2942,C01,I
,1ee7e7c3-af4,f9bc762e-54f,96288c4e-f4c,03/06/19,2019-06-01,62.5500,D01,E
,ca714b86-43b,585ee93f-f3f,1e5623aa-9f0,14/12/18,2018-12-15,3858.8346,B05,I
,232ecc2d-8ef,20c52ab8-234,3827f75f-770,20/03/19,2019-03-20,3611.9289,C01,I
,aabd4038-3e0,fcfceab7-682,ddb7f915-4c7,07/08/19,2019-08-05,44.3271,D01,I
,730aa7e8-167,b9fbac27-c1c,bd68ef7b-f1a,10/07/19,2019-07-20,1547.2368,C01,I
,f3689b02-c34,9ab67e4b-29f,970abc6c-7a5,01/09/19,2019-09-01,150.7455,D01,I
,0f1b026e-c16,7e5677a6-c95,0c1e808c-671,11/07/19,2019-07-11,5533.1730,D01,E
,a9dec5ec-85e,abce0007-ba2,039fc51c-56c,02/05/19,2019-05-04,2621.7207,B05,I
,944176de-8d9,fc6d2787-856,c0140ed3-b0b,25/01/20,2020-01-25,814.3176,D01,I
,4336c6e1-ace,a449e1ef-2ee,a96fe81d-cff,03/05/19,2019-05-10,3185.4213,C01,I
,3f3d3623-19a,08f64606-507,83820600-387,06/08/19,2019-08-07,1174.2720,D01,E
,86a1cac1-4c4,e7ecf245-7ae,4d83f94d-0c3,05/12/19,2019-12-05,853.8492,D01,E
,e98e94a6-8d1,9940e01f-813,c0cf7e57-b33,09/05/19,2019-05-20,313.9593,D01,E
,2aa9dacf-f55,8f0f731a-0a3,5f82a16d-a0d,05/09/19,2019-09-10,1869.4527,C01,I
,b8c124e0-176,628dc5d9-b97,82081878-fb0,08/11/19,2019-11-18,1139.4108,D01,E
,e803203b-6c4,b6bb474c-a93,f298fdec-91c,08/03/19,2019-03-10,1047.2121,C01,I
,d36a4310-4f7,f3948b39-3e4,601efce5-a7f,01/03/19,2019-03-03,3890.2347,B05,I
,0f1b026e-c16,55ad5c9f-d1d,1b129549-16f,10/04/19,2019-04-11,6520.9626,D01,E
,3696d57e-0c4,1e271f74-c0a,78b36763-265,10/04/19,2019-04-10,1125.6498,D01,I
,f3689b02-c34,93ca1f17-7c6,58ce0a64-1c4,01/10/19,2019-10-01,150.7455,D01,I
,98c74eda-1e2,6fd436b1-839,01f1de51-0f4,08/07/19,2019-06-27,3471.7752,B05,I
,8b41e249-1de,f9a40630-36f,ebfb664e-e7a,09/02/20,2020-02-05,2201.4264,D01,E
,944176de-8d9,43f02256-023,c8a94469-145,23/09/19,2019-09-25,87.6117,D01,E
,fc326cf0-0a4,412cd59d-46c,9ae93386-87f,15/05/19,2019-05-17,4180.2165,B05,I
,89d5c14f-c45,2a696eee-0a3,f6582328-63d,26/06/19,2019-06-26,4288.7199,B05,I
,ed78c2f2-fd2,ee25610d-77c,0985c1d4-15d,05/04/19,2020-08-15,2729.4735,B05,I
,da540a79-985,69eaac20-bd3,de2d4628-eaa,09/01/19,2019-01-10,1718.9157,C01,I
,3448b7aa-c1f,a3fabe04-d29,630c53e2-2da,20/12/18,2018-12-20,1703.0280,C01,I
,0141b2e7-434,28c2f0ed-9fd,9259eff6-c4e,05/01/20,2020-01-05,16478.8809,D01,E
,0141b2e7-434,9e68e687-9a2,aa9ae766-1e5,07/01/19,2019-01-05,5753.0154,D01,I
,86a1cac1-4c4,a629d2f3-39f,9c1def23-cdb,07/01/19,2019-01-05,887.9598,D01,I
,806ab415-47a,29422fc4-e9c,59b52180-2a9,18/09/19,2019-09-20,2562.3816,C01,I
,44764b2b-985,1c7f8260-3ce,d2e5decd-0cd,05/12/18,2018-11-20,1810.0302,C01,I
,1ee7e7c3-af4,3e6560f0-eb3,ff6d65f3-405,01/09/19,2019-09-01,62.5500,D01,E
,1e683c7d-b78,4ce18cf7-b0a,f238ede0-7b7,15/09/19,2019-09-15,1974.5367,D01,E
,7dc559ab-8c3,1dff9f43-b45,7190cdaa-2c0,07/01/19,2019-01-10,2179.2003,C01,I
,3696d57e-0c4,d3344c1a-e81,f3efc201-1c0,10/05/19,2019-05-10,1125.2745,D01,E
,c6f94e4c-b64,a028d378-ad9,eb9577a7-7f6,05/09/19,2019-09-05,4914.8037,B05,I
,024e6168-a85,8bf6323b-16c,35693694-bf8,05/09/19,2019-09-08,3665.5551,D01,E
,024e6168-a85,8b2e7963-9f6,f4da62ea-342,08/09/19,2019-09-08,437.4330,D01,I
,d2b6d43a-a02,ce34356b-1e4,1dd353c0-079,08/11/19,2019-11-10,2640.5691,C01,I
,d258043c-a09,664a8adf-3a9,f2516abb-dd6,05/09/19,2019-09-07,10222.4214,D01,E
,d5a902f3-82a,a0778856-b7b,e7cc16c7-508,16/08/19,2019-09-20,2494.7442,C01,I
,cdd2f7a9-861,21b6c11d-6de,c0eb6cbf-fef,24/04/19,2019-03-27,9877.6041,B05,I
,9b2d95ee-f6f,40623a9d-261,677acd57-a8e,05/08/19,2019-08-07,3246.3033,C01,I
,a94d098d-8c2,dfae42fa-26d,4d4b1161-8c0,24/04/19,2019-09-10,62.5500,D01,E
,e9310c71-a55,6a502fee-022,158ace25-65d,16/09/19,2019-09-16,3973.3011,B05,I
,4c319c0f-2af,390b5d80-fed,b493536f-78e,14/02/20,2020-02-11,3976.1367,D01,E
,adb2629a-35e,849189c2-ae9,24189f4c-a77,10/01/20,2020-01-10,4646.7144,D01,E
,adb2629a-35e,dc220660-90a,a0c3845b-992,10/09/19,2019-09-10,3710.6328,D01,E
,ea626455-ec2,acef1f41-394,3da3531c-a62,11/11/19,2019-11-13,1977.8310,C01,I
,867c2e94-7b5,f4ea504f-8fd,e54ad209-b2c,01/07/19,2019-07-01,5681.4165,D01,E
,bdc7ba5c-315,74a40ab1-8ba,fc9e1cef-aea,12/06/19,2019-06-10,767.1549,D01,E
,4b4635b6-d45,579c457e-3f2,262b13c9-6e7,10/01/20,2020-01-10,11428.4271,D01,I
,1e683c7d-b78,3aa7c876-33b,edc2abee-733,15/01/19,2019-01-15,2434.2792,D01,I
,503623c7-571,1476ba09-b65,37f7544f-467,25/02/19,2019-02-28,3895.0719,B05,I
,10223529-a2e,f9beca15-1c3,49c1b3f9-cc9,10/06/19,2019-06-11,2962.4931,D01,E
,04a2cbd1-853,79206c0f-d7d,4146682e-d6d,19/08/19,2019-08-14,1398.6180,D01,E
,017093f2-a5e,ff11bfe1-430,5e844fd5-920,19/11/18,2018-08-20,4712.5170,C01,I
,8ec18f8e-464,af5f597b-759,3cc24760-f92,06/12/18,2018-12-07,8275.2399,B05,I
,ddc54e53-ee0,d6e5f7b8-fb1,a859fdfb-9ab,27/01/20,2020-01-27,13479.5667,D01,E
,ddc54e53-ee0,2bbd2f6b-b70,cfd2cf34-8a6,27/01/20,2020-01-27,13479.5667,D01,E
,cd657767-943,ef1f31d4-f15,85a59b3f-7a2,07/12/18,2018-11-10,2162.5620,C01,I
,806ab415-47a,6302cbf1-cae,205423af-d41,20/08/19,2019-08-20,2562.3816,C01,I
,6d8aa80a-f17,1aebdd68-753,f01de20b-1fa,27/02/19,2019-09-13,181.8954,D01,E
,04a2cbd1-853,415db531-af3,b2c5fb71-a3b,15/03/19,2019-03-14,2731.9755,D01,E
,46737eb6-bac,b131aab4-1a2,52d32ff6-73e,26/09/19,2019-09-30,4073.2560,C01,I
,5583cf4c-fef,881fc8ae-0fa,5c5361f4-15a,10/05/19,2019-05-10,62.5500,D01,E
,2f7a597a-9a8,e3f651e7-4df,b3be70e4-352,27/08/19,2019-09-20,2061.0225,C01,I
,99d52a6a-1a6,e9f8fcfb-0a2,36d256d0-5c5,20/02/19,2019-10-25,629.9619,D01,E
,99d52a6a-1a6,8f561d51-7da,622e20c3-f0a,27/05/19,2019-05-25,20850.0000,D01,E
,d5865cd5-6d5,d5616665-30a,a086374c-2af,03/08/19,2019-08-10,11.8428,D01,E
,cae8c093-48c,bbb2dec3-2d8,34a10add-656,17/09/19,2019-09-20,2918.7498,C01,I
,a8e5df3d-bbe,a5b7352d-fc2,9f6fbd07-039,15/10/19,2019-10-15,1247.2470,D01,E
,6d8aa80a-f17,4b131448-354,8132ef25-adb,10/02/20,2020-02-13,785.0025,D01,E
,854535e5-69b,6116806a-8a9,44407e6d-4f8,13/12/18,2018-12-13,4565.2743,B05,I
,5583cf4c-fef,dd094136-94d,e6c92cf0-4e0,10/01/20,2020-01-10,62.5500,D01,E
,c8493f32-85a,e1152bb6-7a8,cb73d3ac-63d,24/04/19,2019-04-29,4348.0173,B05,I
,41084166-a77,a3136ad5-cb7,9bb93ee8-128,17/06/19,2019-06-15,1208.6328,C01,I
,4c74ed37-fab,440533c5-4ea,8beebc27-206,12/11/18,2018-11-10,1648.2342,C01,I
,77d16288-070,8f1dc185-2eb,997f64a0-7d7,11/02/19,2019-02-10,53.4594,D01,E
,527eb715-4de,981cbf3c-fc9,d2533571-6ee,05/11/19,2019-11-10,103.4160,D01,E
,fc326cf0-0a4,c03ffefc-594,96cfe694-7dd,01/07/19,2022-01-17,3057.1521,B05,I
,7a097572-3e6,4f615432-9b8,02ea6ed4-005,22/04/19,2019-04-15,2022.4500,D01,E
,f77444f7-7a1,ce28543b-dbb,036dda54-83c,25/07/19,2019-05-20,3434.6205,B05,I
,ceb8ea6d-b7c,afdf76cc-c45,45145afa-918,12/12/18,2018-12-12,1254.8364,C01,I
,ec9e3438-57e,c61431c9-77f,bde47b5b-b60,07/08/19,2019-08-27,4259.1546,B05,I
,1a088206-a60,399ac03b-8f8,e3134b69-393,21/01/19,2019-01-20,2322.8568,C01,I
,86a1cac1-4c4,0b060e8e-dcd,93b397fe-86d,07/03/19,2019-03-05,1077.7782,D01,E
,742e777b-c68,8d08dcb4-9da,6038e38b-be3,10/05/19,2019-05-10,83.0247,D01,I
,1bfa1d21-ef6,15f7d47d-9c0,94d38abb-069,21/12/18,2018-12-20,1774.1265,C01,I
,c6aa074d-67d,42fb9ffa-d3b,f774359f-f5e,16/11/18,2018-11-15,2425.6890,C01,I
,c8176e21-845,08b6e485-034,3c054311-d57,13/01/20,2020-01-13,368.2527,D01,E
,3c1016a6-5fb,4b5dccc0-e02,81be859d-ffc,08/12/19,2019-12-08,2843.2728,D01,E
,1e683c7d-b78,dec6040d-e78,b6e8e7e0-aba,15/10/19,2019-10-15,2394.0387,D01,E
,60d88154-3e2,16fd0138-872,2b5a6901-925,02/07/19,2019-07-13,1483.9779,D01,E
,9fd36cfe-cee,b718bd5d-fd8,1c95fcee-bdf,12/09/18,2019-11-17,2220.1914,B05,I
,1e96921d-aff,3ab9f24d-cc8,cfac3645-59d,25/03/20,2020-03-25,3436.1634,D01,E
,37e324a8-29e,211674c7-38d,78902023-f9a,11/06/19,2019-06-10,370.8381,D01,E
,d258043c-a09,3e5840ca-988,e02f947a-ead,05/09/19,2019-09-07,10222.4214,D01,E
,1ee41039-d1c,a78f9f42-a07,7f7eae01-79e,15/04/19,2019-04-15,62.5500,D01,E
,404942ce-509,4676cee5-d74,d55b1baf-989,15/07/19,2019-07-15,62.5500,D01,E
,3ec345c3-647,f3cfd186-4e6,f0cab2b5-733,09/09/19,2019-08-20,5725.0764,C01,I
,fd83f2e2-01f,69b6758c-55b,9eddefa9-285,03/06/19,2019-06-07,1656.7827,D01,E
,13ba2905-78f,6b74daf0-ce8,63b6d226-bed,04/03/20,2020-03-06,1323.2244,D01,E
,d258043c-a09,dedbe2eb-a7d,b9c634e8-8ac,07/12/19,2019-12-07,7916.2029,D01,I
,e320f333-630,2ef39d16-511,365bfabd-b27,16/09/19,2019-09-22,1973.7027,C01,I
,ed558f25-a8f,4a96d84b-4d5,0b94c1c9-652,22/04/19,2019-04-20,2295.3765,D01,E
,e3efbeb2-3b3,8011b91d-bfb,b38bd0bd-474,22/04/19,2019-04-20,46.9125,D01,E
,e7f6d5db-c1e,48e2a19d-b74,e83d4e00-4f2,26/08/19,2019-07-20,3267.2784,C01,I
,a2baadcc-95a,4f23e4ad-633,be72d2ea-ef1,15/02/19,2019-02-15,2149.7184,C01,I
,8b6cc19e-2c2,8b3d249f-7a4,475399a6-e36,01/11/19,2019-11-01,41.6583,D01,E
,527eb715-4de,f8423557-862,37aa1f43-c72,31/05/19,2019-06-10,145.1160,D01,E
,ce342104-dd8,6e584223-3ae,ed3cf889-357,11/07/19,2019-06-10,3476.1954,C01,I
,e7a0c120-527,855747d5-56c,301ccfe5-961,20/02/20,2020-02-20,36502.5954,D01,I
,d5865cd5-6d5,ec08fe32-0f4,b74bfdc2-467,10/04/19,2019-04-10,1786.3446,D01,E
,bb893ed1-579,66bb684a-7be,11003ffe-04f,10/04/19,2019-04-10,52.1250,D01,E
,d5865cd5-6d5,907467df-1ce,f946b875-83c,10/05/19,2019-05-10,1022.1504,D01,E
,f77444f7-7a1,69a8568f-684,849d9e54-a36,25/07/19,2019-10-20,3434.6205,B05,I
,40b70296-daf,5414016c-520,12c9706d-991,18/02/19,2019-02-17,2433.1950,B05,I
,078809d2-feb,2e826970-e78,86a1c0a0-94e,30/01/19,2019-01-30,7024.9071,B05,I
